I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> localhost:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> ps-2:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2501
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> ps-2:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> localhost:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2500
I tensorflow/core/distributed_runtime/master_session.cc:992] Start master session ff8bfb77c9d1ef73 with config: 
device_filters: "/job:ps"
device_filters: "/job:worker/task:0"
allow_soft_placement: true

job name = worker
task index = 0
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.

1.741042: Worker 0: step 54710 (global step: 54709 of 60000) loss = 0.67 examples_per_sec = 735.19 

1.686744: Worker 0: step 54720 (global step: 54719 of 60000) loss = 0.61 examples_per_sec = 758.86 

1.764046: Worker 0: step 54730 (global step: 54729 of 60000) loss = 0.76 examples_per_sec = 725.60 

1.759009: Worker 0: step 54740 (global step: 54739 of 60000) loss = 0.75 examples_per_sec = 727.68 

1.760936: Worker 0: step 54750 (global step: 54749 of 60000) loss = 0.67 examples_per_sec = 726.89 

1.853755: Worker 0: step 54760 (global step: 54759 of 60000) loss = 0.56 examples_per_sec = 690.49 

1.764365: Worker 0: step 54770 (global step: 54769 of 60000) loss = 0.71 examples_per_sec = 725.47 

1.764317: Worker 0: step 54780 (global step: 54779 of 60000) loss = 0.73 examples_per_sec = 725.49 

1.710993: Worker 0: step 54790 (global step: 54789 of 60000) loss = 0.68 examples_per_sec = 748.10 

1.706474: Worker 0: step 54800 (global step: 54799 of 60000) loss = 0.76 examples_per_sec = 750.08 

1.776603: Worker 0: step 54810 (global step: 54809 of 60000) loss = 0.76 examples_per_sec = 720.48 

1.734708: Worker 0: step 54820 (global step: 54819 of 60000) loss = 0.54 examples_per_sec = 737.88 

1.699823: Worker 0: step 54830 (global step: 54829 of 60000) loss = 0.61 examples_per_sec = 753.02 

1.687399: Worker 0: step 54840 (global step: 54839 of 60000) loss = 0.70 examples_per_sec = 758.56 

1.758745: Worker 0: step 54850 (global step: 54849 of 60000) loss = 0.73 examples_per_sec = 727.79 

1.727488: Worker 0: step 54860 (global step: 54859 of 60000) loss = 0.72 examples_per_sec = 740.96 

1.656341: Worker 0: step 54870 (global step: 54869 of 60000) loss = 0.98 examples_per_sec = 772.79 

1.696588: Worker 0: step 54880 (global step: 54879 of 60000) loss = 0.72 examples_per_sec = 754.46 

1.706281: Worker 0: step 54890 (global step: 54889 of 60000) loss = 0.74 examples_per_sec = 750.17 

1.764387: Worker 0: step 54900 (global step: 54899 of 60000) loss = 0.70 examples_per_sec = 725.46 

1.876654: Worker 0: step 54910 (global step: 54909 of 60000) loss = 0.74 examples_per_sec = 682.07 

1.902315: Worker 0: step 54920 (global step: 54919 of 60000) loss = 0.63 examples_per_sec = 672.86 

1.789820: Worker 0: step 54930 (global step: 54929 of 60000) loss = 0.76 examples_per_sec = 715.16 

1.759705: Worker 0: step 54940 (global step: 54939 of 60000) loss = 0.73 examples_per_sec = 727.39 

1.731985: Worker 0: step 54950 (global step: 54949 of 60000) loss = 0.72 examples_per_sec = 739.04 

1.677207: Worker 0: step 54960 (global step: 54959 of 60000) loss = 0.82 examples_per_sec = 763.17 

1.711538: Worker 0: step 54970 (global step: 54969 of 60000) loss = 0.71 examples_per_sec = 747.87 

1.727895: Worker 0: step 54980 (global step: 54979 of 60000) loss = 0.55 examples_per_sec = 740.79 

1.723125: Worker 0: step 54990 (global step: 54989 of 60000) loss = 0.77 examples_per_sec = 742.84 

1.747122: Worker 0: step 55000 (global step: 54999 of 60000) loss = 0.66 examples_per_sec = 732.63 

Taking a Checkpoint @ Global Step 55000
2.444813: Worker 0: step 55010 (global step: 55009 of 60000) loss = 0.60 examples_per_sec = 523.56 

1.700480: Worker 0: step 55020 (global step: 55019 of 60000) loss = 0.67 examples_per_sec = 752.73 

1.729284: Worker 0: step 55030 (global step: 55029 of 60000) loss = 0.74 examples_per_sec = 740.19 

1.727032: Worker 0: step 55040 (global step: 55039 of 60000) loss = 0.75 examples_per_sec = 741.16 

1.723404: Worker 0: step 55050 (global step: 55049 of 60000) loss = 0.75 examples_per_sec = 742.72 

1.999368: Worker 0: step 55060 (global step: 55059 of 60000) loss = 0.61 examples_per_sec = 640.20 

1.745277: Worker 0: step 55070 (global step: 55069 of 60000) loss = 0.87 examples_per_sec = 733.41 

1.769119: Worker 0: step 55080 (global step: 55079 of 60000) loss = 0.88 examples_per_sec = 723.52 

1.744842: Worker 0: step 55090 (global step: 55089 of 60000) loss = 0.60 examples_per_sec = 733.59 

1.794069: Worker 0: step 55100 (global step: 55099 of 60000) loss = 0.65 examples_per_sec = 713.46 

1.726923: Worker 0: step 55110 (global step: 55109 of 60000) loss = 0.74 examples_per_sec = 741.20 

1.736629: Worker 0: step 55120 (global step: 55119 of 60000) loss = 0.59 examples_per_sec = 737.06 

1.704432: Worker 0: step 55130 (global step: 55129 of 60000) loss = 0.71 examples_per_sec = 750.98 

1.723424: Worker 0: step 55140 (global step: 55139 of 60000) loss = 0.66 examples_per_sec = 742.71 

1.793827: Worker 0: step 55150 (global step: 55149 of 60000) loss = 0.83 examples_per_sec = 713.56 

1.793934: Worker 0: step 55160 (global step: 55159 of 60000) loss = 0.50 examples_per_sec = 713.52 

1.744290: Worker 0: step 55170 (global step: 55169 of 60000) loss = 0.58 examples_per_sec = 733.82 

1.768179: Worker 0: step 55180 (global step: 55179 of 60000) loss = 0.57 examples_per_sec = 723.91 

1.656802: Worker 0: step 55190 (global step: 55189 of 60000) loss = 0.73 examples_per_sec = 772.57 

1.725147: Worker 0: step 55200 (global step: 55199 of 60000) loss = 0.57 examples_per_sec = 741.97 

1.682997: Worker 0: step 55210 (global step: 55209 of 60000) loss = 0.61 examples_per_sec = 760.55 

1.662875: Worker 0: step 55220 (global step: 55219 of 60000) loss = 0.72 examples_per_sec = 769.75 

1.725165: Worker 0: step 55230 (global step: 55229 of 60000) loss = 0.66 examples_per_sec = 741.96 

1.712421: Worker 0: step 55240 (global step: 55239 of 60000) loss = 0.70 examples_per_sec = 747.48 

1.833250: Worker 0: step 55250 (global step: 55249 of 60000) loss = 0.74 examples_per_sec = 698.21 

1.711071: Worker 0: step 55260 (global step: 55259 of 60000) loss = 0.67 examples_per_sec = 748.07 

1.652814: Worker 0: step 55270 (global step: 55269 of 60000) loss = 0.64 examples_per_sec = 774.44 

1.733093: Worker 0: step 55280 (global step: 55279 of 60000) loss = 0.79 examples_per_sec = 738.56 

1.852545: Worker 0: step 55290 (global step: 55289 of 60000) loss = 0.60 examples_per_sec = 690.94 

1.717075: Worker 0: step 55300 (global step: 55299 of 60000) loss = 0.53 examples_per_sec = 745.45 

1.692526: Worker 0: step 55310 (global step: 55309 of 60000) loss = 0.59 examples_per_sec = 756.27 

1.740685: Worker 0: step 55320 (global step: 55319 of 60000) loss = 0.63 examples_per_sec = 735.34 

1.726156: Worker 0: step 55330 (global step: 55329 of 60000) loss = 0.73 examples_per_sec = 741.53 

1.740732: Worker 0: step 55340 (global step: 55339 of 60000) loss = 0.64 examples_per_sec = 735.32 

1.834954: Worker 0: step 55350 (global step: 55349 of 60000) loss = 0.76 examples_per_sec = 697.57 

1.725034: Worker 0: step 55360 (global step: 55359 of 60000) loss = 0.65 examples_per_sec = 742.01 

1.659178: Worker 0: step 55370 (global step: 55369 of 60000) loss = 0.80 examples_per_sec = 771.47 

1.761613: Worker 0: step 55380 (global step: 55379 of 60000) loss = 0.70 examples_per_sec = 726.61 

1.784792: Worker 0: step 55390 (global step: 55389 of 60000) loss = 0.72 examples_per_sec = 717.17 

1.749497: Worker 0: step 55400 (global step: 55399 of 60000) loss = 0.74 examples_per_sec = 731.64 

1.721604: Worker 0: step 55410 (global step: 55409 of 60000) loss = 0.68 examples_per_sec = 743.49 

1.651521: Worker 0: step 55420 (global step: 55419 of 60000) loss = 0.66 examples_per_sec = 775.04 

1.828323: Worker 0: step 55430 (global step: 55429 of 60000) loss = 0.71 examples_per_sec = 700.10 

1.748514: Worker 0: step 55440 (global step: 55439 of 60000) loss = 0.71 examples_per_sec = 732.05 

1.790697: Worker 0: step 55450 (global step: 55449 of 60000) loss = 0.61 examples_per_sec = 714.81 

1.756837: Worker 0: step 55460 (global step: 55459 of 60000) loss = 0.58 examples_per_sec = 728.58 

1.662064: Worker 0: step 55470 (global step: 55469 of 60000) loss = 0.63 examples_per_sec = 770.13 

1.706611: Worker 0: step 55480 (global step: 55479 of 60000) loss = 0.76 examples_per_sec = 750.02 

1.745726: Worker 0: step 55490 (global step: 55489 of 60000) loss = 0.66 examples_per_sec = 733.22 

1.689279: Worker 0: step 55500 (global step: 55499 of 60000) loss = 0.71 examples_per_sec = 757.72 

1.766002: Worker 0: step 55510 (global step: 55509 of 60000) loss = 0.87 examples_per_sec = 724.80 

1.734349: Worker 0: step 55520 (global step: 55519 of 60000) loss = 0.68 examples_per_sec = 738.03 

1.669706: Worker 0: step 55530 (global step: 55529 of 60000) loss = 0.59 examples_per_sec = 766.60 

1.796888: Worker 0: step 55540 (global step: 55539 of 60000) loss = 0.73 examples_per_sec = 712.34 

1.781250: Worker 0: step 55550 (global step: 55549 of 60000) loss = 0.82 examples_per_sec = 718.60 

1.706631: Worker 0: step 55560 (global step: 55559 of 60000) loss = 0.71 examples_per_sec = 750.02 

1.735003: Worker 0: step 55570 (global step: 55569 of 60000) loss = 0.85 examples_per_sec = 737.75 

1.708544: Worker 0: step 55580 (global step: 55579 of 60000) loss = 0.70 examples_per_sec = 749.18 

1.755816: Worker 0: step 55590 (global step: 55589 of 60000) loss = 0.66 examples_per_sec = 729.01 

1.782416: Worker 0: step 55600 (global step: 55599 of 60000) loss = 0.72 examples_per_sec = 718.13 

1.817425: Worker 0: step 55610 (global step: 55609 of 60000) loss = 0.67 examples_per_sec = 704.29 

1.839419: Worker 0: step 55620 (global step: 55619 of 60000) loss = 0.67 examples_per_sec = 695.87 

1.806663: Worker 0: step 55630 (global step: 55629 of 60000) loss = 0.77 examples_per_sec = 708.49 

1.712012: Worker 0: step 55640 (global step: 55639 of 60000) loss = 0.70 examples_per_sec = 747.66 

1.790619: Worker 0: step 55650 (global step: 55649 of 60000) loss = 0.72 examples_per_sec = 714.84 

1.735620: Worker 0: step 55660 (global step: 55659 of 60000) loss = 0.72 examples_per_sec = 737.49 

1.651327: Worker 0: step 55670 (global step: 55669 of 60000) loss = 0.62 examples_per_sec = 775.13 

1.676966: Worker 0: step 55680 (global step: 55679 of 60000) loss = 0.78 examples_per_sec = 763.28 

1.722073: Worker 0: step 55690 (global step: 55689 of 60000) loss = 0.69 examples_per_sec = 743.29 

1.710006: Worker 0: step 55700 (global step: 55699 of 60000) loss = 0.77 examples_per_sec = 748.54 

1.676550: Worker 0: step 55710 (global step: 55709 of 60000) loss = 0.61 examples_per_sec = 763.47 

1.743550: Worker 0: step 55720 (global step: 55719 of 60000) loss = 0.71 examples_per_sec = 734.13 

1.776822: Worker 0: step 55730 (global step: 55729 of 60000) loss = 0.73 examples_per_sec = 720.39 

1.758879: Worker 0: step 55740 (global step: 55739 of 60000) loss = 0.66 examples_per_sec = 727.74 

1.899780: Worker 0: step 55750 (global step: 55749 of 60000) loss = 0.73 examples_per_sec = 673.76 

1.817827: Worker 0: step 55760 (global step: 55759 of 60000) loss = 0.61 examples_per_sec = 704.14 

1.707504: Worker 0: step 55770 (global step: 55769 of 60000) loss = 0.74 examples_per_sec = 749.63 

1.789150: Worker 0: step 55780 (global step: 55779 of 60000) loss = 0.70 examples_per_sec = 715.42 

1.788333: Worker 0: step 55790 (global step: 55789 of 60000) loss = 0.71 examples_per_sec = 715.75 

1.675869: Worker 0: step 55800 (global step: 55799 of 60000) loss = 0.61 examples_per_sec = 763.78 

1.675984: Worker 0: step 55810 (global step: 55809 of 60000) loss = 0.86 examples_per_sec = 763.73 

1.758200: Worker 0: step 55820 (global step: 55819 of 60000) loss = 0.66 examples_per_sec = 728.02 

1.778991: Worker 0: step 55830 (global step: 55829 of 60000) loss = 0.83 examples_per_sec = 719.51 

1.751728: Worker 0: step 55840 (global step: 55839 of 60000) loss = 0.80 examples_per_sec = 730.71 

1.755557: Worker 0: step 55850 (global step: 55849 of 60000) loss = 0.58 examples_per_sec = 729.11 

1.843965: Worker 0: step 55860 (global step: 55859 of 60000) loss = 0.75 examples_per_sec = 694.16 

1.771637: Worker 0: step 55870 (global step: 55869 of 60000) loss = 0.64 examples_per_sec = 722.50 

1.814134: Worker 0: step 55880 (global step: 55879 of 60000) loss = 0.69 examples_per_sec = 705.57 

1.816221: Worker 0: step 55890 (global step: 55889 of 60000) loss = 0.96 examples_per_sec = 704.76 

1.751262: Worker 0: step 55900 (global step: 55899 of 60000) loss = 0.85 examples_per_sec = 730.90 

1.798276: Worker 0: step 55910 (global step: 55909 of 60000) loss = 0.66 examples_per_sec = 711.79 

1.765662: Worker 0: step 55920 (global step: 55919 of 60000) loss = 0.81 examples_per_sec = 724.94 

1.749230: Worker 0: step 55930 (global step: 55929 of 60000) loss = 0.69 examples_per_sec = 731.75 

1.778145: Worker 0: step 55940 (global step: 55939 of 60000) loss = 0.63 examples_per_sec = 719.85 

1.727001: Worker 0: step 55950 (global step: 55949 of 60000) loss = 0.65 examples_per_sec = 741.17 

1.725042: Worker 0: step 55960 (global step: 55959 of 60000) loss = 0.72 examples_per_sec = 742.01 

1.869889: Worker 0: step 55970 (global step: 55969 of 60000) loss = 0.68 examples_per_sec = 684.53 

1.699478: Worker 0: step 55980 (global step: 55979 of 60000) loss = 0.55 examples_per_sec = 753.17 

1.790818: Worker 0: step 55990 (global step: 55989 of 60000) loss = 0.64 examples_per_sec = 714.76 

1.777024: Worker 0: step 56000 (global step: 55999 of 60000) loss = 0.71 examples_per_sec = 720.31 

Taking a Checkpoint @ Global Step 56000
2.461997: Worker 0: step 56010 (global step: 56009 of 60000) loss = 0.63 examples_per_sec = 519.90 

1.814498: Worker 0: step 56020 (global step: 56019 of 60000) loss = 0.77 examples_per_sec = 705.43 

1.706853: Worker 0: step 56030 (global step: 56029 of 60000) loss = 0.76 examples_per_sec = 749.92 

1.816718: Worker 0: step 56040 (global step: 56039 of 60000) loss = 0.60 examples_per_sec = 704.57 

1.777322: Worker 0: step 56050 (global step: 56049 of 60000) loss = 0.72 examples_per_sec = 720.18 

1.728393: Worker 0: step 56060 (global step: 56059 of 60000) loss = 0.74 examples_per_sec = 740.57 

1.776121: Worker 0: step 56070 (global step: 56069 of 60000) loss = 0.68 examples_per_sec = 720.67 

1.754309: Worker 0: step 56080 (global step: 56079 of 60000) loss = 0.70 examples_per_sec = 729.63 

1.653527: Worker 0: step 56090 (global step: 56089 of 60000) loss = 0.73 examples_per_sec = 774.10 

1.700813: Worker 0: step 56100 (global step: 56099 of 60000) loss = 0.58 examples_per_sec = 752.58 

1.750711: Worker 0: step 56110 (global step: 56109 of 60000) loss = 0.78 examples_per_sec = 731.13 

1.667942: Worker 0: step 56120 (global step: 56119 of 60000) loss = 0.74 examples_per_sec = 767.41 

1.913465: Worker 0: step 56130 (global step: 56129 of 60000) loss = 0.64 examples_per_sec = 668.94 

1.754188: Worker 0: step 56140 (global step: 56139 of 60000) loss = 0.57 examples_per_sec = 729.68 

1.716760: Worker 0: step 56150 (global step: 56149 of 60000) loss = 0.71 examples_per_sec = 745.59 

1.701717: Worker 0: step 56160 (global step: 56159 of 60000) loss = 0.68 examples_per_sec = 752.18 

1.690768: Worker 0: step 56170 (global step: 56169 of 60000) loss = 0.67 examples_per_sec = 757.05 

1.813026: Worker 0: step 56180 (global step: 56179 of 60000) loss = 0.69 examples_per_sec = 706.00 

1.855895: Worker 0: step 56190 (global step: 56189 of 60000) loss = 0.56 examples_per_sec = 689.69 

1.778827: Worker 0: step 56200 (global step: 56199 of 60000) loss = 0.71 examples_per_sec = 719.58 

1.794675: Worker 0: step 56210 (global step: 56209 of 60000) loss = 0.78 examples_per_sec = 713.22 

1.794679: Worker 0: step 56220 (global step: 56219 of 60000) loss = 0.71 examples_per_sec = 713.22 

1.813791: Worker 0: step 56230 (global step: 56229 of 60000) loss = 0.66 examples_per_sec = 705.70 

1.769223: Worker 0: step 56240 (global step: 56239 of 60000) loss = 0.54 examples_per_sec = 723.48 

1.673630: Worker 0: step 56250 (global step: 56249 of 60000) loss = 0.74 examples_per_sec = 764.80 

1.674059: Worker 0: step 56260 (global step: 56259 of 60000) loss = 0.58 examples_per_sec = 764.61 

1.811306: Worker 0: step 56270 (global step: 56269 of 60000) loss = 0.74 examples_per_sec = 706.67 

1.806734: Worker 0: step 56280 (global step: 56279 of 60000) loss = 0.65 examples_per_sec = 708.46 

1.806430: Worker 0: step 56290 (global step: 56289 of 60000) loss = 0.85 examples_per_sec = 708.58 

1.838390: Worker 0: step 56300 (global step: 56299 of 60000) loss = 0.61 examples_per_sec = 696.26 

1.756642: Worker 0: step 56310 (global step: 56309 of 60000) loss = 0.77 examples_per_sec = 728.66 

1.692878: Worker 0: step 56320 (global step: 56319 of 60000) loss = 0.59 examples_per_sec = 756.11 

1.743599: Worker 0: step 56330 (global step: 56329 of 60000) loss = 0.75 examples_per_sec = 734.11 

1.707091: Worker 0: step 56340 (global step: 56339 of 60000) loss = 0.73 examples_per_sec = 749.81 

1.661416: Worker 0: step 56350 (global step: 56349 of 60000) loss = 0.77 examples_per_sec = 770.43 

1.791854: Worker 0: step 56360 (global step: 56359 of 60000) loss = 0.72 examples_per_sec = 714.34 

1.864203: Worker 0: step 56370 (global step: 56369 of 60000) loss = 0.66 examples_per_sec = 686.62 

1.762565: Worker 0: step 56380 (global step: 56379 of 60000) loss = 0.75 examples_per_sec = 726.21 

1.737921: Worker 0: step 56390 (global step: 56389 of 60000) loss = 0.57 examples_per_sec = 736.51 

1.734330: Worker 0: step 56400 (global step: 56399 of 60000) loss = 0.82 examples_per_sec = 738.04 

1.777529: Worker 0: step 56410 (global step: 56409 of 60000) loss = 0.80 examples_per_sec = 720.10 

1.735060: Worker 0: step 56420 (global step: 56419 of 60000) loss = 0.70 examples_per_sec = 737.73 

1.848248: Worker 0: step 56430 (global step: 56429 of 60000) loss = 0.76 examples_per_sec = 692.55 

1.685813: Worker 0: step 56440 (global step: 56439 of 60000) loss = 0.70 examples_per_sec = 759.28 

1.757264: Worker 0: step 56450 (global step: 56449 of 60000) loss = 0.71 examples_per_sec = 728.41 

1.699990: Worker 0: step 56460 (global step: 56459 of 60000) loss = 0.65 examples_per_sec = 752.95 

1.795428: Worker 0: step 56470 (global step: 56469 of 60000) loss = 0.61 examples_per_sec = 712.92 

1.841616: Worker 0: step 56480 (global step: 56479 of 60000) loss = 0.65 examples_per_sec = 695.04 

1.832535: Worker 0: step 56490 (global step: 56489 of 60000) loss = 0.65 examples_per_sec = 698.49 

1.819798: Worker 0: step 56500 (global step: 56499 of 60000) loss = 0.58 examples_per_sec = 703.37 

1.780680: Worker 0: step 56510 (global step: 56509 of 60000) loss = 0.78 examples_per_sec = 718.83 

1.653684: Worker 0: step 56520 (global step: 56519 of 60000) loss = 0.75 examples_per_sec = 774.03 

1.691388: Worker 0: step 56530 (global step: 56529 of 60000) loss = 0.79 examples_per_sec = 756.77 

1.653193: Worker 0: step 56540 (global step: 56539 of 60000) loss = 0.61 examples_per_sec = 774.26 

1.737385: Worker 0: step 56550 (global step: 56549 of 60000) loss = 0.58 examples_per_sec = 736.74 

1.764033: Worker 0: step 56560 (global step: 56559 of 60000) loss = 0.73 examples_per_sec = 725.61 

1.774470: Worker 0: step 56570 (global step: 56569 of 60000) loss = 0.84 examples_per_sec = 721.34 

1.681495: Worker 0: step 56580 (global step: 56579 of 60000) loss = 0.75 examples_per_sec = 761.23 

1.670024: Worker 0: step 56590 (global step: 56589 of 60000) loss = 0.61 examples_per_sec = 766.46 

1.701545: Worker 0: step 56600 (global step: 56599 of 60000) loss = 0.64 examples_per_sec = 752.26 

1.742114: Worker 0: step 56610 (global step: 56609 of 60000) loss = 0.51 examples_per_sec = 734.74 

1.790293: Worker 0: step 56620 (global step: 56619 of 60000) loss = 0.68 examples_per_sec = 714.97 

1.834780: Worker 0: step 56630 (global step: 56629 of 60000) loss = 0.71 examples_per_sec = 697.63 

1.817409: Worker 0: step 56640 (global step: 56639 of 60000) loss = 0.62 examples_per_sec = 704.30 

1.862769: Worker 0: step 56650 (global step: 56649 of 60000) loss = 0.66 examples_per_sec = 687.15 

1.866739: Worker 0: step 56660 (global step: 56659 of 60000) loss = 0.68 examples_per_sec = 685.69 

1.788959: Worker 0: step 56670 (global step: 56669 of 60000) loss = 0.69 examples_per_sec = 715.50 

1.725474: Worker 0: step 56680 (global step: 56679 of 60000) loss = 0.72 examples_per_sec = 741.83 

1.694319: Worker 0: step 56690 (global step: 56689 of 60000) loss = 0.68 examples_per_sec = 755.47 

1.643011: Worker 0: step 56700 (global step: 56699 of 60000) loss = 0.56 examples_per_sec = 779.06 

1.708323: Worker 0: step 56710 (global step: 56709 of 60000) loss = 0.70 examples_per_sec = 749.27 

1.720709: Worker 0: step 56720 (global step: 56719 of 60000) loss = 0.76 examples_per_sec = 743.88 

1.728569: Worker 0: step 56730 (global step: 56729 of 60000) loss = 0.78 examples_per_sec = 740.50 

1.687796: Worker 0: step 56740 (global step: 56739 of 60000) loss = 0.63 examples_per_sec = 758.39 

1.682869: Worker 0: step 56750 (global step: 56749 of 60000) loss = 0.75 examples_per_sec = 760.61 

1.710456: Worker 0: step 56760 (global step: 56759 of 60000) loss = 0.51 examples_per_sec = 748.34 

1.758285: Worker 0: step 56770 (global step: 56769 of 60000) loss = 0.62 examples_per_sec = 727.98 

1.750247: Worker 0: step 56780 (global step: 56779 of 60000) loss = 0.59 examples_per_sec = 731.33 

1.766113: Worker 0: step 56790 (global step: 56789 of 60000) loss = 0.66 examples_per_sec = 724.76 

1.736268: Worker 0: step 56800 (global step: 56799 of 60000) loss = 0.59 examples_per_sec = 737.21 

1.753538: Worker 0: step 56810 (global step: 56809 of 60000) loss = 0.70 examples_per_sec = 729.95 

1.804780: Worker 0: step 56820 (global step: 56819 of 60000) loss = 0.60 examples_per_sec = 709.23 

1.715862: Worker 0: step 56830 (global step: 56829 of 60000) loss = 0.68 examples_per_sec = 745.98 

1.735738: Worker 0: step 56840 (global step: 56839 of 60000) loss = 0.72 examples_per_sec = 737.44 

1.664569: Worker 0: step 56850 (global step: 56849 of 60000) loss = 0.61 examples_per_sec = 768.97 

1.743526: Worker 0: step 56860 (global step: 56859 of 60000) loss = 0.63 examples_per_sec = 734.14 

1.770332: Worker 0: step 56870 (global step: 56869 of 60000) loss = 0.63 examples_per_sec = 723.03 

1.752508: Worker 0: step 56880 (global step: 56879 of 60000) loss = 0.71 examples_per_sec = 730.38 

1.725139: Worker 0: step 56890 (global step: 56889 of 60000) loss = 0.58 examples_per_sec = 741.97 

1.752111: Worker 0: step 56900 (global step: 56899 of 60000) loss = 0.62 examples_per_sec = 730.55 

1.731022: Worker 0: step 56910 (global step: 56909 of 60000) loss = 0.62 examples_per_sec = 739.45 

1.799441: Worker 0: step 56920 (global step: 56919 of 60000) loss = 0.67 examples_per_sec = 711.33 

1.829168: Worker 0: step 56930 (global step: 56929 of 60000) loss = 0.74 examples_per_sec = 699.77 

1.700919: Worker 0: step 56940 (global step: 56939 of 60000) loss = 0.73 examples_per_sec = 752.53 

1.721903: Worker 0: step 56950 (global step: 56949 of 60000) loss = 0.66 examples_per_sec = 743.36 

1.694028: Worker 0: step 56960 (global step: 56959 of 60000) loss = 0.57 examples_per_sec = 755.60 

1.712468: Worker 0: step 56970 (global step: 56969 of 60000) loss = 0.85 examples_per_sec = 747.46 

1.727049: Worker 0: step 56980 (global step: 56979 of 60000) loss = 0.57 examples_per_sec = 741.15 

1.768529: Worker 0: step 56990 (global step: 56989 of 60000) loss = 0.76 examples_per_sec = 723.77 

1.684132: Worker 0: step 57000 (global step: 56999 of 60000) loss = 0.69 examples_per_sec = 760.04 

Taking a Checkpoint @ Global Step 57000
2.307781: Worker 0: step 57010 (global step: 57009 of 60000) loss = 0.63 examples_per_sec = 554.65 

1.785423: Worker 0: step 57020 (global step: 57019 of 60000) loss = 0.70 examples_per_sec = 716.92 

1.809323: Worker 0: step 57030 (global step: 57029 of 60000) loss = 0.62 examples_per_sec = 707.45 

1.760351: Worker 0: step 57040 (global step: 57039 of 60000) loss = 0.75 examples_per_sec = 727.13 

1.824464: Worker 0: step 57050 (global step: 57049 of 60000) loss = 0.63 examples_per_sec = 701.58 

1.829952: Worker 0: step 57060 (global step: 57059 of 60000) loss = 0.67 examples_per_sec = 699.47 

1.820551: Worker 0: step 57070 (global step: 57069 of 60000) loss = 0.59 examples_per_sec = 703.08 

1.727858: Worker 0: step 57080 (global step: 57079 of 60000) loss = 0.66 examples_per_sec = 740.80 

1.798910: Worker 0: step 57090 (global step: 57089 of 60000) loss = 0.77 examples_per_sec = 711.54 

1.827341: Worker 0: step 57100 (global step: 57099 of 60000) loss = 0.53 examples_per_sec = 700.47 

1.830421: Worker 0: step 57110 (global step: 57109 of 60000) loss = 0.78 examples_per_sec = 699.29 

2.205505: Worker 0: step 57120 (global step: 57119 of 60000) loss = 0.79 examples_per_sec = 580.37 

1.908192: Worker 0: step 57130 (global step: 57129 of 60000) loss = 0.73 examples_per_sec = 670.79 

1.837752: Worker 0: step 57140 (global step: 57139 of 60000) loss = 0.72 examples_per_sec = 696.50 

1.752772: Worker 0: step 57150 (global step: 57149 of 60000) loss = 0.76 examples_per_sec = 730.27 

1.745578: Worker 0: step 57160 (global step: 57159 of 60000) loss = 0.69 examples_per_sec = 733.28 

1.656442: Worker 0: step 57170 (global step: 57169 of 60000) loss = 0.80 examples_per_sec = 772.74 

1.697744: Worker 0: step 57180 (global step: 57179 of 60000) loss = 0.61 examples_per_sec = 753.94 

1.788235: Worker 0: step 57190 (global step: 57189 of 60000) loss = 0.70 examples_per_sec = 715.79 

1.763848: Worker 0: step 57200 (global step: 57199 of 60000) loss = 0.61 examples_per_sec = 725.69 

1.729528: Worker 0: step 57210 (global step: 57209 of 60000) loss = 0.57 examples_per_sec = 740.09 

1.790425: Worker 0: step 57220 (global step: 57219 of 60000) loss = 0.72 examples_per_sec = 714.91 

1.703786: Worker 0: step 57230 (global step: 57229 of 60000) loss = 0.69 examples_per_sec = 751.27 

1.728190: Worker 0: step 57240 (global step: 57239 of 60000) loss = 0.69 examples_per_sec = 740.66 

1.725520: Worker 0: step 57250 (global step: 57249 of 60000) loss = 0.75 examples_per_sec = 741.81 

1.766577: Worker 0: step 57260 (global step: 57259 of 60000) loss = 0.79 examples_per_sec = 724.57 

1.788977: Worker 0: step 57270 (global step: 57269 of 60000) loss = 0.69 examples_per_sec = 715.49 

1.802780: Worker 0: step 57280 (global step: 57279 of 60000) loss = 0.81 examples_per_sec = 710.01 

